class	pred
0	 I have a small circuit from a toy sword that has an LED and a small speaker. It was powered by a couple of small coin cells. I am trying to figure out how to connect it to my Arduino so I can trigger it.If I attached the circuit directly to the GND and +3.3V and press the switch in it I get the sound of a sword and flashing LED as desired. Now I want to somehow get the Arduino to trigger the circuit but am very new to Arduino and quite unsure of how to approach this. Can anyone advise how best to work with an existing low power circuit that can use the Arduinos power rails but needs the switch integrated? Sorry for the noob question. 
0	 I have been working on a project which deals with analysing data from sensors to matlab. How do i establish this communication. Please help me 
0	 I know that this is to print something: Serial.begin9600; But I want to know what it really means? 
0	 The uArm is a robot arm with a suction cup or gripper. I\d like to try to make just the suction part of it and I\m wondering what components I\d need? By the looks of it I\d need a hobby vacuum pump but these seem few and far between on UK components sites. How would I power it? It looks like they\re all 12v and I believe Arduino gives you 5v? Exact what components would I need? Do I need any shields? Here\s a short video of the suction cup I\d like to copy: 
0	 So I\m trying to make a custom library to drive a 8x8 Bi-Color LED Matrix from 2 MAX7219\s that incorporates two Matrix objects from the Matrix library and I cannot for the life of me figure out how to initialize them in my class. Can someone help me? By the way I have been programming for 8 years and consequently have a decent knowledge of the topic! Here is my current code: header file #include Arduino.h#include Matrix.h#include Sprite.hclass ZackBiColorMatrix{ public: ZackBiColorMatrixbyte dataR byte loadR byte clockR byte dataG byte loadG byte clockG; Matrix r; Matrix g; void setLEDbyte col byte row byte val char color; void writeSpritebyte x byte y Sprite sp char color; private: byte redData; byte redLoad; byte redClock; byte greenData; byte greenLoad; byte greenClock;}; and the .cpp file: #include Arduino.h#includ
0	 I am creating my own library for the Arduino and I have the following code: #include &lt;Arduino.h&gt;#include &lt;Servo.h&gt;class ServoMotorController { public: ServoMotorControllerint servoPin int motorPin int angle; void setAngleint angle; void setSpeedint speed; private: Servo servo; int servoPin; int servoAngle; int motorPin; int motorSpeed;}; I am getting the error that Servo does not name a type; however if I do #include &lt;Servo.h&gt;#include &lt;ServoMotorController.h&gt; in my actual Arduino code then I do not get the error. Why is the include statement not working in my C++ lib? 
0	 According to the schematics the Arduino Due has two USB inputs: Native Programming Why is this? And when would I use the different ports? 
0	 I have a Samsung Galaxy Note 10.1 with JuiceSSH installed. I also have Debian Linux installed via chroot. I\ll be ordering an Intel Galileo to use as a portable compilation server. I have an attachment for the Note 10.1 that serves as a USB and an ethernet adapter. I figure I could power the Note 10.1 with the USB port and connect to it via SSH through the ethernet port. Unfortunately this post notes that in order to connect the Galileo via ssh the LAN connection must be started manually through Arduino Sketch. I\d like to install Debian Linux on the Galileo get rid of my chroot Debian on my tablet and have that LAN connection started automatically when the Galileo boots so that I can just connect to it through JuiceSSH on my tablet. This is so I can do everything without depending on WiFi and compile offline. How do I automatically start the LAN connection and avoid having to use Arduino Ske
0	 Is there a way to test whether the UART Tx buffer is empty without waiting? serial.flush waits so it wont help me. I tried looking into serial.SerialEvent but the link was broken on the Arduino reference page. Can anyone point me to a description of it? 
0	 I have arduino pro mini 5V 16M ATMega328 and CP2102 USB to TTL. I\ve wired them like this: When I try to upload a sketch to the arduino board I\m getting the following error: avrdude: stk500_getsync: not in sync: resp=0x00 The board type and the serial port are correct. The sketch also compiles successfully and I\ve installed the CP2102 drivers. I\ve noticed that even if I unplug all wires from the arduino boardand just leave the cp2102 connected to the PC I\m getting the same error again. I\m using Windows 7. Anyone else encountered the same issue? 
0	 I have written this little snippet of code to interface with EM408 GPS. #include &lt;SoftwareSerial.h&gt;SoftwareSerial GPS = SoftwareSerial23; //rxtxvoid setup{ GPS.begin4800; Serial.begin9600;}void loop{ //Serial.printGPS.read BYTE; Serial.writebyteGPS.read; //as of Arduino 1.0} Hardware side i have these connections: ENABLE: 3.3V Vcc : 3.3V Ground: Ground Rx Tx correctly connected to arduino and correctly initialized with SoftwareSerial However the values i get are just junk data I get these without ending...I experimenting with changing the baud rate still the same thing goes on.Any ideas? EDIT: I used to get random junk data before with the EM406 gps module but i solved it by casting everything to BYTE. I have tried both approaches here but the results are the same... 
0	 I have this big bucket where I would like to install an arduino on the top of the bucket where it would calculate the % of the bucket being filled up with water. Then every day at night the arduino will send a text message via SIM card to the server where it would collect data for that bucket. As far as a beginner point of view I can understand that I will need: an Arduino BoardPING Ultrasonic Distance SensorBattery pack that would allow to run the board for a year?and the Arduino GSM Shield integrated antenna OR the GSM/GPRS Module M10? My question is:What arduino board do I need for my setup?How long will 2 large or 4 AA batteries lasts for receiving a value from the ultrasonic sensor once a day and sending that value to a server? The point of the instrument is to be as small as possible. 
0	 I have built the circuit below using mux ICs. In a particular interval the respective selector pins get selected and analog signal from hall sensors are read and give a particular analog value out. There is a total of 30 hall sensors which are represented by HS0 to HS31 . Now I wanted to set time as in the table below. After 8000ms I would like it to reset the time automatically and start reading. Can someone tell me which timer example would let me achieve this? TIME IS ms OUT1 OUT2 OUT3 OUT4 0-1000 HS0 HS8 HS16 HS241000-2000 HS1 HS9 HS17 HS252000-3000 HS2 HS10 HS18 HS263000-4000 HS3 HS11 HS19 HS274000-5000 HS4 HS12 HS20 HS285000-6000 HS5 HS13 HS21 HS296000-7000 HS6 HS14 HS22 HS307000-8000 HS7 HS15 HS23 HS31 
0	 I am writing code on Arduino mega. My current code is working fine. However I\m not using all the pins. My question is: I have the hex file for my code and I can purchase a Mega2560 MCU. Is there any way to upload the hex file to it and how? What are the circuits I would need to to build? Eagle files of the Arduino mega are available here. Is this circuit more than enough? 
0	 In the project I am working on I have a limited space with which I can work. I am using an Arduino Uno with 2 Adafruit motor shields and when I stack them using normal female stacking headers it is too tall to fit. I thought that one way to solve this would be to lay them out side to side rather than one on top of the other. So instead of this +--------Motor shield 2 ----------+|||||||||||||||||||||||||||||||||||+--------Motor shield 1 ----------+|||||||||||||||||||||||||||||||||||+---------Arduino Uno ------------+ it would look like this -----------------------------------------Wires ------------------------------- +---------Arduino Uno ------------+ +--------Motor shield 1 ----------+ +--------Motor shield 2 ----------+ Would this be possible if I were to connect all of the pins with wires and has anyone successfully done this before? 
0	 Dear all. This my circuit i build. Here i am using arduino UNO Board to read the values.Question are How to create time frame here. In arduino timer library available . Where function like t.every 1000func_name; It call the function for every 1000ms. I wanted to keep time frame such away that until it complete all cycle it should not go begin state. Means to say 
0	 I want to do something along the lines of for int i = 0; i &lt; 4; i++ { analogReadi;} Which appears to work but the following does not: for int i = 0; i &lt; 4; i++ { pinModei INPUT; pinModei + 4 OUTPUT; // should make Analog Pin i + 4 into an output digitalWritei + 4 LOW; analogReadi;} Instead it appears to treat the pin addressed by digitalWritei + 4 LOW; as one of the digital pins. Do I really have to explicitly specify A0 A1 A2 ... anytime I want to loop over the analog pins? 
0	 I am going to give an Arduino workshop for absolute beginners and the idea is to not go into electronics basics too much but to rather just hack on. There is no big budget and there will be around 5 - 10 participants from ages 10 - 99. I am thinking of some simple yet fascinating little project that shows what Arduino is capable of and that is fun to make. Any input is greatly appreciated! 
0	 I have an Arduino reading serial data and responding to other inputs as well I\m trying to read incoming serial data without using the while if at all possible. the incoming serial data will be formatted in a specific manner each time and will be csv; It will look like such:191400700083 1-01-10and other values delimited with a new line character /n. The first value will tell how many bytes are coming in so the serial recieve function wont prse data until it gets all the bytessecond value is a unix timestamp the third value 1-0 is the get or set value; which will tell the arduino to return a value or to set a value. The fourth 1-10 value will correspond to what variable to get or set. and the other values will be integers as well but are dependent on the other values. my following code is as follows: void CheckSerialData { // begin function ifSerial.available >= 2 { // begin one first line will be how many bytes incoming. int NumberOfI
0	 Here is mine circuit. Intially i used arduino UNO directly for programming. Now i am Using atmega 328 IC for programming. I am trying to connect 32 hall sensor via Mux circut. I wanted to How to upload boot loader or HExfile Here. Will avr pocket programmer satisfy above circuit or i need to add addtional circuit here AVr pocket programmer 
0	 We need to control many leds about 40 with arduino UNO and we need some remain turned on and other off at the same time. Muted or pinned vary constantly. What should I use to do this I have several Multiplexers CD4051 but with these I can just light a LED at a time. I do some calculation and then need to turn leds 1257 and need to be pinned to the following calculation. In the following calculation I need to turn leds 4 5 10 12 pinned and need to follow. What I need is something like that With the multiplexer I can turn the leds I need and with minimal delay and it seems they are apprehended while but I want to know if there is another alternative to do so 
0	 I making a Simon game with the arduino uno. I know something is wrong with the inputs but i dont know why or how to fix it. The problem is the program takes an input and says it is correct no matter what it is or the length #define NOTESint tones[] = {NOTE_E5 NOTE_E6 NOTE_CS6 NOTE_A6};String sequence;void setup { pinMode13 OUTPUT; //green pinMode12 OUTPUT; //yellow pinMode11 OUTPUT; //blue pinMode10 OUTPUT; //red pinMode7 INPUT; //green pinMode6 INPUT; //yellow pinMode5 INPUT; //blue pinMode4 INPUT; //red Serial.begin9600;}void loop { whiletrue { delay1000; randomSeedrandomrandom1000000000; sequence = Stringrandom4; boolean run = true; whilerun { forint i = 0; i &lt; sequence.length; i++ { simonOutsequence.charAti - 0; delay500; simonClear; delay100;
0	 int sensorArray[32] ;int selectPinZero = 8;int selectPinOne = 9;int selectPinTwo = 10;int selectpinthree=11;int Enablepin=7;int inputPinOne = 0;int inputPinTwo = 1;int sensor1;int sensor2;int voltage1;int voltage2;int Current_Sensor1[16];int Current_Sensor2[16];int row;int column;int array[17][5]={ {00000} {00001} {00010} {00011} {00100} {00101} {00110} {00111} {01000} {01001 } {01010} {01011} {01100 } {01101} {01110 } {01111} {10000} };unsigned long StopTime=0;int Counter=0;void setup{ Serial.begin9600; pinModeselectPinZero OUTPUT; pinModeselec
0	 Can somebody point me in the right direction for information on sending data to an Arduino nano? My project is to send data that is updated from a GUI presently written in Python to an Arduino nano that then makes adjustments to a number of servo motors. I have the servo code working but am presently using potentiometers to control the servo positions &amp; would like the control done via a GUI. What libraries would I need to be looking at. Have any of you done anything similar. Thanks Nic 
0	 MOVED HERE I want to motor a small motor with a 9V battery and control it with PWM using an Arduino Leonardo. I know I can power the motor separately but this introduces the problem of needing a battery to power the motor 9V battery and another power source to power the Arduino another 9V battery? Would it be safe to simply power the Arduino with a 9V battery and use the Vin pin on the board which is unregulated and outputs directly the power source powering the Arduino to drive the motor? That way I power everything from the 9V battery and use a transistor to drive the motor. Thanks a lot! Steve. 
0	 just saw this tweet and was interested what wires are used there: https://twitter.com/EngineersGarage/status/448014811280842752/photo/1 The wiring Looks cleaner than the setup I currently have with normal wires. Thanks! 
0	 It seems they stop the production of arduino starter kit official its hard to find it on pro website.Is there an other very good starter kit to start ? I mean I would like to try everything on small given project before starting my own project. 
0	 I\m adapting a sketch I found to send sensor data over a wifi chip Nrf2401 and although I get the message through the value I send contains decimals e.g. 24.59 but the received message will only be 24. I\m sure there\s something wrong on the transmitter part of the code but I can\t see what. Here\s my code: #include &lt;RF24.h&gt;#include &lt;RF24_config.h&gt;#include &lt;SPI.h&gt;#include &lt;OneWire.h&gt;#include &lt;DallasTemperature.h&gt;OneWire oneWire4;DallasTemperature sensors&amp;oneWire;// cecsn pinsRF24 radio87;// init data buffer to hold a sensor type byte and one uint16_t sensor dataunsigned char data[3] = { 0};unsigned long count=0;void setupvoid{ sensors.begin; Serial.begin57600; Serial.println**************V1 Send Sensor Data***********; radio.begin; radio.setPALevelRF24_PA_LOW; radio.setChannel0x4c; // open pipe for writing radio.openWritingPipe0xF0F0F0F0E1LL; radio.enableDynamicPayloads; radi
0	 i just bought the starter kit and am currently working my way through the examples in the book when i came across some numbers used in the manual that seems a little too specific. For example in project #3the love-o-meter i had to divide the sensor value by 1024.0 and the explanation for it was never given in the manual. Furthermore in project #4which im currently at the book states that i have to convert sensor readings from 0 - 1023 to a value between 0 to 255.Is the number 1024/1023 simply an arbitrary number/limit set by the sensors manufacturers? Also is they any significance or reason that analogueWrite only accepts positive values up to 255? Thanks! 
0	 I have an Arduino Uno R3 and would like to use it to program a blank ATmega328 on a breadboard. I\ve followed the instructions for the 8 MHz version on http://arduino.cc/en/Tutorial/ArduinoToBreadboard with an added 10K pullup resistor on the RESET pin of the ATmega328 on the breadboard; and I\ve uploaded the ArduinoISP sketch from the Arduino 1.0.5 distribution to my Uno. I\ve also added the metadata for my setup: the following is the contents of ~/sketchbook/hardware/breadboard/boards.txt : atmega328bb.name=ATmega328 on a breadboard 8 MHz internal clockatmega328bb.upload.protocol=stk500v1atmega328bb.upload.maximum_size=30720atmega328bb.upload.speed=57600atmega328bb.bootloader.low_fuses=0xE2atmega328bb.bootloader.high_fuses=0xDAatmega328bb.bootloader.extended_fuses=0x05atmega328bb.bootloader.path=arduino:atmegaatmega328bb.bootloader.file=ATmeg
0	 I have configured my arduino as a flash programmer and im sending data to an atmega328P. It is actually working and the data is send to my atmega328. But what is strange that the _delay_ms from from the Arduino library is not delaying in accurate seconds. _delay_ms1000 who should wait from 1s is actually more 8 seconds from my atmega328P hardware point of view. My question is what could possibly turn the program wrong. Im strongly assuming that this a misconfigured clock cycle from my Atmega but this is my newbie guess it can be something else thats why Im posting my question here. Can someone can hint me whats wrong with my configuration? Heres the sample code a dumb toggle pin on / off: #include &lt;util/delay.h&gt; // from arduino library/**/ DDRB |= 0b0000001; while 1 { PORTB = 0b00000001; _delay_ms1000; // it should be 1 second but on my hardware it is more ~8 seconds PORTB = 0b00000000; _delay_ms1000; } </
0	 My goal is to deliver very small quantities 100 microliters of fluid to the approximate center of a 25mm x 75mm surface. My first idea was to repurpose an old inkjet printer for the project. I thought Id load the fluid dispensers probably 3ml syringes into the unit where the ink cartridges would go and use an arduino to manipulate the linear encoder used by the printer to tell the dispenser unit where to go. Main problem at the moment is that Im having trouble getting the dispenser unit to go exactly where I want it to. Ive tried incorporating the PID library into my code to get the head to oscillate around the desired position until it stops at the right location. However the oscillation never stops and the head always moves beyond the desired position. Im trying to figure out the easiest way to get this done. Maybe thatll mean moving away from using the inkjet printer but Id like to get some feedback here before I make any decisions. Code: 
0	 Hi i\m new to AVR assembly language so i was trying to get delay function to create 1 ms 100us and 1us delays to do that i need to figure out what to replace nop\s with below here mainboard arduino uno r3 ATmega328Thank you. delay_ms%=: nop ; code to replace nop \\ndelay_100us%=: nop ; code to replace nop \\ndelay_1us%=: nop ; code to replace nop \\n sbiw r301 ; decrement ms count r31:r30\\n brne delay_ms%= ; loop to delay_ms while &gt; 0 \\n ret ; return from subroutine \\n The rest is below. word millisecs; Serial.begin9600; } void setup asm volatile ldi r160x3F ; r16 = 00111111\\n out 4r16 ; set pins 8-13 as outputs in DDRB\\n ::: r16;millisecs = 1000; // 1s blink delaySerial.begin9600;}void loop {long starttime = millis; //
0	 How does the Arduino handle serial buffer overflow? Does it throw away the newest incoming data or the oldest? How many bytes can the buffer hold? 
0	 How can we make the Arduino board interact with old analog telephone and to make phone calls? I guess it involves connecting the board to the telephone with some specific cable how its called? In addition I assume it will require us to use the telephone low-level dialing protocol in order to actually interact with the phone and to send commands. Where can I read about it? Is there a reason to concern about conversation between the digital/serial board and an analogous device? By the way Ive read that analog telephones have relatively high voltages that can easily damage the board. Id love to get any information about things like this related to connecting Arduino to analog telephones in order to know about such issues and about what to be concerned and to explore. Thanks a lot! 
0	 I would like to integrate an Arduino Due into a project which probably will evolve over time and will need some re-programming. Instead of having to disconnect and pull out the Arduino Due out from the enclosure I was wondering whether it can be set up for wireless programming via an Xbee in a similar way as for the Arduino Fio like described here: http://arduino.cc/en/Main/ArduinoBoardFioProgramming . Has anyone tried that already or succeeded doing that? 
0	 Ok Arduino is a good technology but is it used professionally? Is the quality good enough to be used for professional purposes? 
0	 I\m struggling to get the CC3000 to connect to a heroku hosted app and other examples posted online haven\t turned on the light bulb quite yet for me. The gist is that I collect some temperature and humidity readings and then send those via a GET request using the CC3000. The heroku app then reads the parameters and displays them on a page. The CC3000 hardware is A-OK as I\ve tested it using the test sketches. The sketch I\ve put together on github: https://github.com/jsimms/compost_monitor works except for the last bit where it needs to connect to the server and send the HTTP request. Which makes me wonder if this is a heroku quirk or if I\m just screwing something up right at the finish line. First I define everything #define WEBSITE myapp.herokuapp.comString route = /sensor;uint32_t ip;int port = 80; Then during setup I use getHostByName to a
0	 I am trying to find some sort of wifi adapter for Arduino it needs to be as small as possible not a shield and as cheap as possible. So far I can only seem to find shields that cost about 10+ but I figured that if you can get a replacement wifi adapter for a laptop for next to nothing that I should be able to get a wifi adapter for Arduino much cheaper than this. Its possible I just dont know what to search for. 
0	 I want to sample an Analog sensor as fast as possible and time-stamp each sample that I take as accurately as possible. Currently Im doing the following: val = analogReadSENSOR_PIN;clocktime = micros;writeDataval clocktime; // writes the values to an SD card Im wondering if there is a more-accurate way of time-stamping the data from the analogRead call. Put another way I would like to record the exact time that the analogRead data was collected. My guess is that this is basically impossible on an Arduino so what technique will let me get as close as possible? 
0	 I used Arduino successfully on my old Linux Fedora 12 system. Now I have a brand new PC with Fedora 20 and have today installed Arduino on it. In my first attempt to use it I typed Arduino as follows at the root prompt after the yum install arduino gave me Complete! as follows: Complete![1344][root@localhost:/home/Harry]# arduinoWARNING: RXTX Version mismatch Jar version = RXTX-2.2 native lib Version = RXTX-2.2pre2 Subsequently I have loaded the Blink sketch and that is running nicely whether I start the IDE from the command line which still gives me the same WARNING or from the desktop icon which does not give it. So my question is: please does this WARNING matter? If so what should I do about it? 
0	 I have a weird thing with my servo I really dont know what is wrong with my code I tried everything. Either it is my connection on arduino or my code. Please help me guys this is my code. #include &lt;Servo.h&gt; int servoPin = 9; Servo servo; int angle = 0; int photocellPin = 0; void setup { servo.attachservoPin; } void loop { int reading = analogReadphotocellPin; Serial.printReading = ; Serial.printlnphotocellPin; int newAngle = reading / 2; servo.writenewAngle; delay80; } 
0	 I am making a device which will have an Arduino board and a sensor attached to it. The sensor will acquire data every 10 minutes and the data will be uploaded to my server. The size of every upload is about 200 characters. Id like this device to work anywhere in my city US. What are my options for uploading data to my server? Keep in mind that it will work without human intervention. FYI... this is NOT for reconnaissance device! ; 
0	 I have a pins_arduino.h file for a given Arduino variant installed in ~/sketchbook/hardware/attiny/variants/tiny14/pins_arduino.h . The IDE has no problem picking it up if I set the right board type. However if I use a Makefile like this: BOARDS_TXT = $HOME/sketchbook/hardware/attiny/boards-cli.txtBOARD_TAG = attiny44-8include /usr/share/arduino/Arduino.mk then running make fails to compile it because of a missing pins_arduino.h . Moving the tiny14 directory to /usr/share/arduino/hardware/arduino/variants fixes the problem but I dont want to pollute my system directory and also it sounds fragile if I ever remove/replace my Arduino software distribution. How do I get the CLI Make toolchain to pick up my pins_arduino.h file from my ~/sketchbook ? 
0	 How could I port Arduino code to other embedded boards? For instance I am working on a project using openPicus. I want to port the Arduino code to openPicus. How could I do this? 
0	 Ive read that the millis function uses the same timer as a couple of PWM pins. If youre using those PWM pins will millis still return the correct value? 
0	 I have the following code in which requestLine is always empty and I can\t figure out why. request contains a raw HTTP request and I want to get the first line of the request which contains the method and the URL. boolean parseRequestString* request{ int firstEOLAt = request-&gt;indexOf\\\n\; if firstEOLAt &lt; 0 return false; Serial.printlnfirstEOLAt; String requestLine = request-&gt;substring0 firstEOLAt; Serial.printlnrequestLine; // ...rest of the parsing will go here... return true;} The first println returns 26 as you would expect for the string GET /ilyen_nincs HTTP/1.1 25 characters long but then requestLine is always empty. I wonder why? 
0	 Ok this is my first project where Ive not had @forsvunnet close by to help. Ive got a camera connected to an optocoupler that just fires HIGH then LOW. I cant get a button working with it so when I push a button it fires opto 3 times. This is my sketch. // Pin 13 has an LED connected on most Arduino boards.// give it a name:int opto = 12;int buttonInput = 2; // the number of the pushbutton pinint buttonState = 0; // variable for reading the pushbutton status// the setup routine runs once when you press reset:void setup{// initialize the digital pin as an output.mpinModeopto OUTPUT;pinModebuttonInput INPUT;digitalWritebuttonInput LOW;}// the loop routine runs over and over again forever:void loop{ buttonState = digitalReadbuttonInput; if buttonState == HIGH { digitalWriteopto HIGH; delay1000; // wait for a second digitalWriteopto LOW; delay1000; // wait for
0	 This is the first time Im using my Arduino. Its an Arduino UNO R3. I have two boards. One works but the other doesnt. I changed the ATmega328P from the broken one to the good one and it works so I can confirm that the controller works. The issue seems to be in the board. When I plug the board it doesnt come up either in Mac or in Windows. The LED blinks and the output pins have voltage but it seems that its only getting electricity from the computer its like the data channels dont respond. The other board works perfectly both on Windows and Mac. I checked the logs on the Mac and nothing changes when I plug the board. Its like Im not plugging anything. Is there a way to reset the board only? Maybe a component was badly soldered in the factory. I cant use the warranty because I got the board last year and never used it until now. 
0	 Im trying to wire my Arduino Nano v3.0 with MPU-6050 gyroscope sensor. The unusual part is that I need to connect it over the regular digital pins as SCL pin is malfunctioning on the board. Can anyone suggest any up-to-date I 2 C-software library or maybe even a ready sample for getting data from MPU-6050 over digital pins? 
0	 I am looking at using a 7 channel RC receiver with the Arduino Uno R3. In the documentation there are mentions of a maximum of 2 interrupt pins whereas on certain other blogs I have seen mentions of using upto 20 pins as interrupts with PinChangeInt library. So how many interrupts can the Arduino handle natively? And is this different from how many can be handled with software support such as PinChangeInt? 
0	 I bought a waterproof temperature sensor from Ebay I am fairly new to this and not sure what I need or need to do in order to get the sensor to output the current temperature to the serial monitor. Does anyone have any information on where I can get some information on how to wire this? I have looked at various videos online but they are all for a dallas temp sensor and use the dallas library. http://www.ebay.co.uk/itm/181393039374?ssPageName=STRK:MEWNX:IT&amp;_trksid=p3984.m1439.l2649 
0	 Im trying to figure out how to create some non-blocking code to strobe some RGB leds with analogwrite 7 times a second; Im really not to sure how to go about this. If anybody could give me some help thatd be great! : 
0	 I have an EM408 GPS and an Arduino Duemilanove with an ATMega328. I have the following code to talk to the GPS and get raw data: #include &lt;SoftwareSerial.h&gt;SoftwareSerial GPS = SoftwareSerial23; //rxtxvoid setup{ GPS.begin4800; Serial.begin9600;}void loop{ //Serial.printGPS.read BYTE; Serial.writebyteGPS.read; //as of Arduino 1.0} That worked fine a while ago. I retried it recently and it didnt work for some reason. We tried this on an Uno board with nothing. Then we opened an old version of Arduino 022. When we tried the above code in Duemilanove in Arduino 1 with the previous Uno bootloader selected from the IDE it run fine.Then we uploaded with the default Duemilanove bootloader and it threw junk data Then we couldnt upload the Uno bootloader to it to experiment So why my code on my Duemilanove using the Duemilanove bootloader isnt working and I get all this junk data inst
0	 I have an EM408 GPS and a Duemilanove with 328 I have this simple code: #include &lt;SoftwareSerial.h&gt;SoftwareSerial GPS = SoftwareSerial23; //rxtxvoid setup{ GPS.begin4800; Serial.begin9600;}void loop{ //Serial.printGPS.read BYTE; Serial.writebyteGPS.read; //as of Arduino 1.0} All i get from it is junk data though _ Anyone has any idea whats to blame? 
0	 I am using an RFduino and an iOS application to control some RGB LEDs. This is how I\m sending a string command to the module: - IBActionfadeButtonPressed:idsender { [rfduino send:[@fade dataUsingEncoding:NSUTF8StringEncoding]];} These commands are coming back just fine on the RFduino side: void RFduinoBLE_onReceivechar *data int len { if strncmpdata fade 4 == 0 { // begin fading chosen LED colour }} Is there a better way of executing multiple functions on Arduino? It seems to me that there should be a better way of doing what I\m trying to do. Originally for example I was getting an issue where the fade string was coming back as fadek so I used strncmpdata fade 4 instead of strcmpdata fade and this fixed the issue. I guess I\d like a way of cleaning up my code and perhaps make it easier t
0	 It\s clearly documented that when global data is shared with an ISR and the main program the data needs to be declared volatile in order to guarantee memory visibility and that only suffices for 1-byte data; anything bigger needs special arrangements to guarantee also atomicity. Here we have good rules: Variables only used outside an ISR should not be volatile. Variables only used inside an ISR should not be volatile. Variables used both inside and outside an ISR should be volatile. But is volatile needed when the variable is accessed from > 1 ISRs but not shared outside ISRs? For example I have a function that maintains internal state using a static variable: void func { static volatile long counter; // volatile or not? // Do stuff wit
0	 The following snippets are from TimerOne library source code : // TimerOne.h:void *isrCallback;// TimerOne.cpp:ISRTIMER1_OVF_vect // interrupt service routine that wraps a user defined function supplied by attachInterrupt{ Timer1.isrCallback;}// TimerOne.cpp:void TimerOne::attachInterruptvoid *isr long microseconds{ ifmicroseconds &gt; 0 setPeriodmicroseconds; isrCallback = isr; // register the user\s callback with the real ISR TIMSK1 = _BVTOIE1; // sets the timer overflow interrupt enable bit resume; } The question: if the timer is already running and the main program calls attachInterrupt could the timer interrupt occur there during the function pointer assignment isrCallback = isr; ? Then with lucky timing T
0	 In an Arduino sketch is there a way to make asynchronous function calls within the loop? Like listening to requests through http server and process them in a non-blocking way. 
0	 I\m new to Arduino I want to use Arduino and a mobile phone screen to make a simple touch board. This phone screen I mean is like this: Can I connect it to Arduino and when my fingers touch the screen Arduino can get the events? 
0	 I have bought this wireless ZigBee relay board . I was wandering about an arduino sketch to get started I have searched for 2 days now but with no results. What I was thinking of is to have an Arduino with ZigBee module to send signal to another ZigBee device on top of the relay to be able to open/close relay. So can anyone share a sample sketch for that board? 
0	 I have an Arduino Uno Rev. 3 and I\m trying to make it so that the Arduino can send a key press / mouse action to the computer. However these libraries are restricted to a few other versions of the board. Is there another alternative method to doing this without actually pressing any buttons/interacting with the arduino other than USB? Thanks! Link 
0	 I am planning to buy a Arduino board. I am also considering Arduino clones too. My requirements are that the board should inbuilt communication modes like Ethernet WiFi and a SD card slot too. Also the board should have a decent amount of memory and the processor must be a a little more powerful than the Uno. The board must be capable of running a OS if possible! I was looking at the Yun and Due. The Yun has all the communication modes but runs on a low end processor. The Due on the other hand runs on a ARM processor but has none of the communication modes. So now I am in a fix. Which board should I choose? 
0	 I\m currently on project #14 of the Arduino project book. I\m trying to control a processing sketch on my laptop using my Arduino. This is accomplished by using a potentiometer to control the background of an image. Arduino code: void setup{ Serial.begin9600;}void loop{ Serial.writeanalogReadA0/4;} Processing: //imports serial libraryimport processing.serial.*;//setups the serial objectSerial myPort;//creates an object for the imagePImage logo;//variable to store background colorint bgcolor = 0;void setup{ colorModeHSB255; logo = loadImagehttp://arduino.cc/logo.png; sizelogo.widthlogo.height; printlnAvailable serial ports; printlnSerial.list; myPort = new SerialthisSerial.list[0]9600;}//equivalent of arduino\s loop functionvoid draw{ ifmyPort.available &gt; 0 { bgcolor = myPort.read; printlnbgcolor; } backgroundbgcolor255255; imagelogo00;} Now while the code
0	 Im totally new to Arduino and to electrodynamics in general. Im wondering what happens if I connect my digital pin to an analog input on Arduino and make digitalWrite and analogRead on the according pins. Here are the options I can think about: Just connect them directly - it is not a short circuit is it? Connect a resistor in between - the voltage should still be 5v right? Whatever resistor I use? Make a circuit: digital output -> resistor -> ground and connect the analog input in parallel in between the resistor and ground - Does it make sense? What is the difference with the previous option? As you see Im really confused now. I would highly appreciate if someone could explain in detail what is happening in all the cases with corresponding values for the current voltage and resistance . Thanks in advance. 
0	 I have connected up my temperature sensor and I am trying to run the one wire address finder to find the address of the sensor. The problem is that when I run the code it gives me the error: OneWire does not have a type. I have imported by the temperature and the onewire libraries but it still does not work. #include &lt;OneWire.h&gt;OneWire ds6; // This is where the error is 
0	 Just using the Basic Example AnalogReadSerial . // the setup routine runs once when you press reset: void setup { // initialize serial communication at 9600 bits per second: Serial.begin9600;}// the loop routine runs over and over again forever:void loop { // read the input on analog pin 0: int sensorValue = analogReadA0; // print out the value you read: Serial.printlnsensorValue; delay1; // delay in between reads for stability} I have a basic voltage divider set up between two 10K resistors from 5V to GND. I have verified with a DMM that the DC voltage at pin A0 is 2.5V. Grounding the A0 pin has no effect. It also seems that enabling either ADC channel 7 Arduino pin AD0 or enabling every channel putting the ADC in free-running mode and deliberately setting it to not sleep has no effect: ADC-&gt;ADC_CHDR = 0;ADC-&gt;ADC_CHER |= 0xFF;ADC-&gt;ADC_MR |= 0b10000000;ADC-&gt;ADC_MR &amp;=
